num_correlativo,corre_base,día_ocu,día_sem_ocu,hora_ocu,g_hora,mes_ocu,depto_ocu,mupio_ocu,zona_ocu,área_geo_ocu,sexo_con,edad_con,g_edad,mayor_menor,estado_con,tipo_veh,modelo_veh,color_veh,marca_veh,tipo_eve
3722,3722,5,6,14,3,9,22,2201,1,1,1,20,3,1,1,4,9,5,40,1
3723,3723,5,6,14,3,9,22,2201,1,1,1,20,3,1,1,4,9,5,40,1
3724,3724,6,6,18,4,9,5,510,99,2,1,25,4,1,1,4,9,5,21,1
3725,3725,6,6,18,4,9,5,510,99,2,1,53,9,1,1,4,9,5,21,1
3726,3726,6,6,20,4,9,10,1001,1,1,1,53,9,1,1,4,9,5,21,1
3727,3727,6,6,16,3,9,16,1601,1,1,1,44,7,1,1,3,9,5,37,1
3728,3728,6,6,17,3,9,1,101,1,1,2,35,6,1,1,1,4,9,30,1
3729,3729,6,6,17,3,9,1,101,1,1,2,53,9,1,1,1,4,2,20,1
3730,3730,6,6,23,4,9,1,101,12,1,1,54,9,1,1,1,4,2,20,1
3731,3731,6,6,23,4,9,1,101,12,1,1,35,6,1,1,4,9,2,21,1
3732,3732,6,6,23,4,9,20,2001,99,2,1,31,5,1,1,3,9,5,44,3
3733,3733,6,6,22,4,9,19,1906,99,2,1,20,3,1,1,9,4,99,44,1
3734,3734,6,6,22,4,9,19,1906,99,2,1,35,6,1,1,17,9,99,99,1
3735,3735,6,6,22,4,9,19,1906,99,2,1,21,3,1,1,9,9,6,44,1
3736,3736,6,6,3,1,9,1,101,11,1,1,23,3,1,1,1,9,8,44,2
3737,3737,7,7,4,1,9,1,101,1,1,9,999,12,1,1,1,9,6,99,1
3738,3738,7,7,4,1,9,1,101,1,1,2,37,6,1,1,1,9,99,32,1
3739,3739,7,7,4,1,9,1,103,99,2,1,29,4,1,1,1,9,2,99,2
3740,3740,7,7,6,2,9,1,101,12,1,1,37,6,1,1,1,9,2,99,2
3741,3741,7,7,20,4,9,16,1604,99,2,1,21,3,1,1,4,9,3,37,1
3742,3742,7,7,2,1,9,18,1801,99,2,1,31,5,1,1,4,9,3,37,1
3743,3743,7,7,2,1,9,18,1801,99,2,1,21,3,1,1,4,9,3,42,1
3744,3744,7,7,8,2,9,6,601,99,2,1,999,12,1,1,3,9,99,99,1
3745,3745,7,7,8,2,9,10,1002,99,2,1,32,5,1,1,4,4,1,2,1
3746,3746,7,7,21,4,9,9,901,99,2,1,45,8,1,1,1,9,1,21,1
3747,3747,7,7,21,4,9,9,901,99,2,1,999,12,1,1,2,9,99,34,1
3748,3748,7,7,22,4,9,9,901,1,1,1,29,4,1,1,3,9,99,32,1
3749,3749,7,7,22,4,9,9,901,1,1,1,29,4,1,1,3,9,99,13,1
3750,3750,7,7,22,4,9,9,901,1,1,1,29,4,1,1,1,9,99,34,1
3751,3751,7,7,22,4,9,9,901,1,1,1,29,4,1,1,1,9,99,21,1
3752,3752,7,7,16,3,9,8,801,1,1,1,18,2,1,1,1,3,99,44,2
3753,3753,7,7,7,2,9,1,114,99,2,1,24,3,1,1,1,9,99,99,1
3754,3754,7,7,7,2,9,1,114,99,2,1,24,3,1,1,4,9,99,21,1
3755,3755,7,7,20,4,9,1,115,12,1,1,25,4,1,1,1,9,6,99,1
3756,3756,7,7,20,4,9,1,115,12,1,1,32,5,1,1,4,9,1,99,1
3757,3757,7,7,17,3,9,3,307,99,2,1,52,9,1,1,2,9,6,22,1
3758,3758,7,7,17,3,9,3,307,99,2,1,52,9,1,1,3,9,2,44,1
3759,3759,8,1,16,3,9,1,101,9,1,1,37,6,1,9,1,4,2,44,1
3760,3760,8,1,16,3,9,1,101,9,1,1,54,9,1,9,4,9,1,2,1
3761,3761,8,1,15,3,9,1,101,6,1,1,999,12,9,9,4,9,99,99,1
3762,3762,8,1,15,3,9,1,101,6,1,1,45,8,1,9,6,3,99,22,1
3763,3763,8,1,0,4,9,1,101,11,1,9,999,12,9,9,99,9,8,32,1
3764,3764,8,1,0,4,9,1,101,11,1,1,39,6,1,9,1,9,99,99,1
3765,3765,8,1,0,4,9,1,101,11,1,1,46,8,1,9,1,9,99,99,1
3766,3766,8,1,19,4,9,19,1904,99,2,1,52,9,1,9,9,4,4,44,1
3767,3767,8,1,19,4,9,19,1904,99,2,1,45,8,1,9,4,9,3,99,1
3768,3768,8,1,21,4,9,5,501,99,2,1,37,6,1,9,4,9,5,42,1
3769,3769,8,1,21,4,9,5,501,99,2,1,999,12,9,9,4,5,5,42,1
3770,3770,8,1,19,4,9,5,501,99,2,1,54,9,1,9,6,9,1,99,1
3771,3771,8,1,19,4,9,5,501,99,2,1,43,7,1,9,3,9,6,44,1
3772,3772,8,1,22,4,9,6,603,99,2,2,28,4,1,9,4,9,99,99,1
3773,3773,8,1,22,4,9,6,603,99,2,9,999,12,9,9,12,9,99,99,1
3774,3774,8,1,1,1,9,9,912,99,2,1,40,7,1,9,2,4,4,32,1
3775,3775,8,1,1,1,9,9,912,99,2,9,999,12,9,9,5,4,2,99,1
3776,3776,8,1,21,4,9,12,1201,99,1,1,19,2,1,9,99,9,99,99,3
3777,3777,8,1,9,2,9,15,1506,99,2,1,24,3,1,1,4,9,99,99,4
3778,3778,8,1,2,1,9,18,1803,99,2,9,999,12,9,1,6,9,99,99,1
3779,3779,8,1,2,1,9,18,1803,99,2,9,999,12,9,1,6,9,99,99,1
3780,3780,8,1,2,1,9,18,1803,99,2,9,999,12,9,1,6,9,99,99,1
3781,3781,8,1,2,1,9,18,1803,99,2,1,18,2,1,1,4,9,9,21,1
3782,3782,8,1,16,3,9,18,1801,99,2,9,999,12,9,9,5,9,99,99,1
3783,3783,8,1,16,3,9,18,1801,99,2,1,24,3,1,9,4,4,5,21,1
3784,3784,8,1,19,4,9,17,1701,99,1,1,43,7,1,9,12,4,2,44,1
3785,3785,8,1,19,4,9,17,1701,99,1,1,30,5,1,9,4,9,3,2,1
3786,3786,8,1,19,4,9,7,702,99,2,1,26,4,1,9,3,3,4,99,1
3787,3787,8,1,19,4,9,7,702,99,2,1,32,5,1,9,4,4,1,21,1
3788,3788,8,1,18,4,9,3,314,99,2,1,19,2,1,9,99,5,4,30,1
3789,3789,8,1,18,4,9,3,314,99,2,9,999,12,9,9,14,9,99,99,1
3790,3790,9,2,23,4,9,1,117,99,1,1,21,3,1,9,2,4,4,34,1
3791,3791,9,2,23,4,9,1,117,99,1,1,25,4,1,9,4,9,5,99,1
3792,3792,9,2,15,3,9,20,2009,99,2,1,20,3,1,9,3,3,5,44,4
3793,3793,9,2,19,4,9,9,902,99,2,9,999,12,9,9,1,4,10,34,1
3794,3794,9,2,19,4,9,9,902,99,2,9,999,12,9,9,2,9,2,44,1
3795,3795,9,2,0,4,9,1,101,5,1,1,34,5,1,1,3,9,5,44,1
3796,3796,9,2,0,4,9,1,101,5,1,1,56,10,1,1,2,2,4,23,1
3797,3797,10,3,13,3,9,5,509,99,2,1,21,3,1,9,4,9,1,2,1
3798,3798,10,3,13,3,9,5,509,99,2,2,34,5,1,9,4,9,5,2,1
3799,3799,10,3,16,3,9,5,509,99,2,1,22,3,1,9,4,9,2,99,1
3800,3800,10,3,16,3,9,5,509,99,2,1,39,6,1,9,4,9,1,21,1
3801,3801,10,3,16,3,9,5,509,99,2,9,999,12,9,9,3,9,4,37,1
3802,3802,10,3,8,2,9,9,901,3,1,1,22,3,1,9,5,9,2,30,1
3803,3803,10,3,8,2,9,9,901,3,1,2,33,5,1,9,4,9,5,40,1
3804,3804,10,3,14,3,9,12,1217,99,2,1,27,4,1,9,1,4,4,20,1
3805,3805,10,3,14,3,9,12,1217,99,2,1,26,4,1,9,4,5,1,24,1
3806,3806,10,3,11,2,9,12,1219,99,2,1,32,5,1,9,8,2,1,17,3
3807,3807,10,3,14,3,9,17,1703,99,1,1,24,3,1,9,14,4,1,2,1
3808,3808,10,3,14,3,9,17,1703,99,1,2,30,5,1,9,4,9,6,42,1
3809,3809,10,3,7,2,9,1,101,6,1,1,21,3,1,9,5,9,3,99,1
3810,3810,10,3,7,2,9,1,101,6,1,2,21,3,1,9,1,9,99,44,1
3811,3811,10,3,18,4,9,1,101,13,1,2,31,5,1,1,2,5,1,20,2
3812,3812,10,3,1,1,9,1,101,7,1,1,28,4,1,1,99,3,1,32,1
3813,3813,10,3,1,1,9,1,101,7,1,1,31,5,1,1,3,9,99,99,1
3814,3814,10,3,21,4,9,16,1604,99,2,1,34,5,1,9,3,9,99,99,1
3815,3815,10,3,21,4,9,16,1604,99,2,9,999,12,9,9,5,9,7,99,1
3816,3816,10,3,19,4,9,7,710,99,2,1,39,6,1,9,3,2,4,44,1
3817,3817,10,3,19,4,9,7,710,99,2,1,34,5,1,1,5,3,3,99,1
3818,3818,10,3,14,3,9,3,306,99,2,1,43,7,1,1,1,3,5,37,1
3819,3819,10,3,14,3,9,3,306,99,2,1,22,3,1,9,18,9,99,56,1
3820,3820,11,4,4,1,9,1,101,1,1,1,27,4,1,1,3,5,4,44,1
3821,3821,11,4,4,1,9,1,101,1,1,1,39,6,1,9,99,5,4,42,1
3822,3822,11,4,21,4,9,1,101,1,1,2,20,3,1,9,1,5,2,30,1
3823,3823,11,4,21,4,9,1,101,1,1,1,31,5,1,9,4,5,2,99,1
3824,3824,11,4,9,2,9,1,101,12,1,9,999,12,9,9,12,9,99,99,4
3825,3825,11,4,6,2,9,1,116,1,1,1,42,7,1,1,3,5,2,44,1
3826,3826,11,4,6,2,9,1,116,1,1,1,32,5,1,1,1,5,2,20,1
3827,3827,11,4,19,4,9,14,1406,99,2,1,30,5,1,1,3,4,99,99,2
3828,3828,11,4,23,4,9,4,415,99,2,1,42,7,1,1,1,4,2,20,2
3829,3829,12,5,8,2,9,1,101,8,1,1,26,4,1,1,1,9,4,37,2
3830,3830,12,5,11,2,9,1,101,1,1,1,19,2,1,1,3,9,5,44,1
3831,3831,12,5,11,2,9,1,101,1,1,1,34,5,1,1,12,9,1,33,1
3832,3832,12,5,7,2,9,1,101,8,1,1,26,4,1,1,1,9,4,44,2
3833,3833,12,5,4,1,9,1,101,18,1,1,77,11,1,1,1,9,5,44,1
3834,3834,12,5,4,1,9,1,101,18,1,1,22,3,1,1,4,9,5,2,1
3835,3835,12,5,17,3,9,1,101,5,1,2,48,8,1,1,2,9,6,37,1
3836,3836,12,5,17,3,9,1,101,5,1,1,20,3,1,1,4,3,1,42,1
3837,3837,12,5,1,1,9,1,101,12,1,1,38,6,1,1,1,9,2,20,1
3838,3838,12,5,1,1,9,1,101,12,1,1,999,12,1,1,4,9,1,2,1
3839,3839,12,5,19,4,9,1,101,12,1,1,26,4,1,1,4,9,6,2,1
3840,3840,12,5,19,4,9,1,101,12,1,1,25,4,1,1,4,9,5,20,1
3841,3841,12,5,19,4,9,1,101,7,1,1,57,10,1,1,1,9,4,21,1
3842,3842,12,5,19,4,9,1,101,7,1,1,20,3,1,1,1,9,4,46,1
3843,3843,12,5,11,2,9,5,501,99,2,1,28,4,1,1,3,9,6,44,3
3844,3844,12,5,22,4,9,11,1101,99,2,1,38,6,1,1,3,2,6,44,1
3845,3845,12,5,22,4,9,11,1101,99,2,1,57,10,1,1,5,9,1,99,1
3846,3846,12,5,8,2,9,12,1201,99,2,1,50,9,1,1,3,5,3,99,1
3847,3847,12,5,8,2,9,12,1201,99,2,2,19,2,1,1,4,5,6,42,1
3848,3848,12,5,17,3,9,17,1701,99,2,1,24,3,1,1,2,9,6,37,3
3849,3849,12,5,14,3,9,14,1401,99,2,1,42,7,1,1,3,9,16,37,1
3850,3850,12,5,14,3,9,14,1401,99,2,1,26,4,1,1,4,9,99,99,1
3851,3851,13,6,0,4,9,1,101,1,1,1,23,3,1,1,1,4,4,99,1
3852,3852,13,6,0,4,9,1,101,1,1,1,29,4,1,2,1,4,1,34,1
3853,3853,13,6,3,1,9,1,113,99,1,1,22,3,1,2,3,3,3,34,2
3854,3854,13,6,3,1,9,1,101,1,1,1,36,6,1,1,1,4,99,32,1
3855,3855,13,6,3,1,9,1,101,1,1,1,34,5,1,1,4,4,99,40,1
3856,3856,13,6,18,4,9,1,101,1,1,1,55,10,1,1,1,5,4,21,1
3857,3857,13,6,18,4,9,1,101,1,1,1,21,3,1,1,1,4,2,99,1
3858,3858,13,6,16,3,9,21,2101,99,1,1,29,4,1,2,1,9,2,32,1
3859,3859,13,6,16,3,9,21,2101,99,1,1,33,5,1,1,4,5,1,2,1
3860,3860,13,6,9,2,9,19,1903,99,2,1,21,3,1,1,1,9,99,34,2
3861,3861,13,6,9,2,9,19,1903,99,2,9,999,12,1,1,6,4,99,15,2
3862,3862,13,6,18,4,9,5,501,99,2,1,28,4,1,1,1,9,99,21,1
3863,3863,13,6,18,4,9,5,501,99,2,9,999,12,1,1,3,9,99,44,1
3864,3864,13,6,9,2,9,8,801,99,2,1,999,12,1,1,5,4,2,30,1
3865,3865,13,6,9,2,9,8,801,99,2,1,999,12,1,1,1,4,1,13,1
3866,3866,13,6,9,2,9,8,801,99,2,1,27,4,1,1,3,9,99,44,1
3867,3867,13,6,15,3,9,8,802,99,2,1,30,5,1,1,1,3,99,44,1
3868,3868,13,6,15,3,9,8,802,99,2,1,19,2,1,1,3,9,99,44,1
3869,3869,13,6,18,4,9,16,1610,99,2,1,47,8,1,1,3,2,99,44,1
3870,3870,13,6,18,4,9,16,1610,99,2,1,999,12,1,1,3,9,99,9,1
3871,3871,13,6,1,1,9,18,1801,99,2,1,39,6,1,1,4,9,99,21,1
3872,3872,13,6,1,1,9,18,1801,99,2,1,29,4,1,1,4,9,99,21,1
3873,3873,13,6,19,4,9,18,1804,99,2,1,23,3,1,1,4,9,1,2,1
3874,3874,13,6,19,4,9,18,1804,99,2,2,26,4,1,1,4,9,1,2,1
3875,3875,13,6,11,2,9,7,715,99,2,1,42,7,1,1,3,3,99,44,2
3876,3876,13,6,17,3,9,3,309,99,2,1,53,9,1,1,3,9,99,13,1
3877,3877,13,6,17,3,9,3,309,99,2,1,66,11,1,1,3,9,99,44,1
3878,3878,13,6,4,1,9,12,1201,99,1,1,23,3,1,1,4,9,5,24,2
3879,3879,14,7,4,1,9,1,103,99,2,1,32,5,1,1,1,9,4,44,2
3880,3880,14,7,2,1,9,1,101,18,1,1,23,3,1,1,1,9,4,37,4
3881,3881,14,7,2,1,9,1,101,10,1,1,49,8,1,1,2,9,14,21,1
3882,3882,14,7,2,1,9,1,101,10,1,1,999,12,1,1,4,9,5,37,1
3883,3883,14,7,19,4,9,7,701,99,1,1,26,4,1,1,12,9,99,99,2
3884,3884,14,7,19,4,9,1,113,99,2,1,30,5,1,1,1,3,6,32,1
3885,3885,14,7,20,4,9,6,609,99,2,9,999,12,1,1,5,9,99,99,1
3886,3886,14,7,20,4,9,6,609,99,2,1,31,5,1,1,4,9,99,36,1
3887,3887,14,7,20,4,9,13,1302,99,2,1,12,1,2,1,3,9,5,44,1
3888,3888,14,7,16,3,9,21,2101,1,1,1,46,8,1,1,3,4,5,44,1
3889,3889,14,7,16,3,9,21,2101,1,1,1,29,4,1,1,4,5,1,2,1
3890,3890,14,7,4,1,9,6,601,1,1,1,28,4,1,1,1,3,1,44,1
3891,3891,14,7,4,1,9,6,601,1,1,1,29,4,1,1,3,9,1,32,1
3892,3892,14,7,21,4,9,18,1801,99,2,1,48,8,1,1,5,9,99,15,1
3893,3893,14,7,21,4,9,18,1801,99,2,1,33,5,1,1,1,9,2,21,1
3894,3894,14,7,22,4,9,17,1703,99,2,1,29,4,1,1,1,3,2,34,1
3895,3895,14,7,22,4,9,17,1703,99,2,2,30,5,1,1,1,9,2,21,1
3896,3896,14,7,21,4,9,5,501,99,2,1,26,4,1,1,4,4,2,21,1
3897,3897,14,7,21,4,9,5,501,99,2,1,27,4,1,1,4,4,1,42,1
3898,3898,15,1,21,4,9,13,1320,99,2,1,37,6,1,1,3,2,3,44,2
3899,3899,15,1,23,4,9,17,1704,99,2,1,28,4,1,1,4,5,5,24,2
3900,3900,15,1,23,4,9,17,1704,99,2,1,28,4,1,1,4,5,5,24,2
3901,3901,15,1,23,4,9,22,2201,99,2,1,18,2,1,1,2,5,9,99,2
3902,3902,15,1,23,4,9,22,2201,99,2,1,35,6,1,1,4,5,5,21,2
3903,3903,15,1,19,4,9,1,101,18,1,1,28,4,1,1,12,9,7,99,1
3904,3904,15,1,19,4,9,1,101,18,1,1,23,3,1,1,4,9,5,42,1
3905,3905,15,1,19,4,9,2,203,18,1,9,999,12,1,1,1,9,99,37,1
3906,3906,15,1,19,4,9,2,203,18,1,1,17,2,2,1,4,9,3,14,1
3907,3907,15,1,13,3,9,1,101,6,1,1,31,5,1,1,1,9,99,99,1
3908,3908,15,1,13,3,9,1,101,6,1,1,31,5,1,1,4,9,3,14,1
3909,3909,15,1,12,3,9,19,1904,99,2,9,999,12,1,1,3,9,99,99,1
3910,3910,16,2,4,1,9,19,1904,99,2,1,24,3,1,1,5,9,2,19,1
3911,3911,16,2,4,1,9,19,1904,99,2,1,26,4,1,1,2,9,4,44,1
3912,3912,16,2,1,1,9,16,1601,99,2,1,42,7,1,1,7,9,2,99,3
3913,3913,16,2,0,4,9,18,1801,99,2,1,31,5,1,1,4,9,4,99,2
3914,3914,16,2,18,4,9,17,1701,99,1,1,21,3,1,1,4,9,99,99,1
3915,3915,16,2,20,4,9,16,1601,99,1,9,999,12,1,1,1,9,99,99,1
3916,3916,16,2,20,4,9,16,1601,99,1,1,30,5,1,1,4,9,99,99,1
3917,3917,17,3,20,4,9,1,101,13,1,1,25,4,1,1,4,9,99,99,1
3918,3918,17,3,20,4,9,1,101,13,1,1,999,12,1,1,1,9,99,99,1
3919,3919,18,4,2,1,9,1,101,12,1,9,999,12,9,9,3,9,99,99,1
3920,3920,18,4,2,1,9,1,101,12,1,2,18,2,1,9,4,9,99,99,1
3921,3921,18,4,3,1,9,1,115,99,2,9,999,12,9,9,6,9,3,99,1
3922,3922,18,4,3,1,9,1,115,99,2,1,40,7,1,9,5,9,99,99,1
3923,3923,18,4,3,1,9,1,115,99,2,9,999,12,9,9,5,9,2,99,1
3924,3924,17,3,14,3,9,5,501,1,1,1,63,11,1,1,4,9,5,2,1
3925,3925,17,3,14,3,9,5,501,1,1,2,42,7,1,1,4,9,4,21,1
3926,3926,18,4,22,4,9,10,1001,99,1,1,42,7,1,2,4,4,4,99,1
3927,3927,18,4,22,4,9,10,1001,99,1,1,27,4,1,1,4,9,1,2,1
3928,3928,17,3,14,3,9,12,1215,99,2,1,23,3,1,2,3,9,99,44,1
3929,3929,17,3,14,3,9,12,1215,99,2,1,40,7,1,1,3,9,2,44,1
3930,3930,18,4,21,4,9,13,1302,99,2,1,38,6,1,2,3,3,2,5,1
3931,3931,18,4,21,4,9,13,1302,99,2,1,26,4,1,1,5,4,6,19,1
3932,3932,18,4,19,4,9,2,206,99,2,1,39,6,1,1,1,3,5,99,2
3933,3933,18,4,23,4,9,18,1804,99,2,1,36,6,1,9,6,3,1,15,1
3934,3934,18,4,23,4,9,18,1804,99,2,1,46,8,1,9,3,5,2,37,1
3935,3935,18,4,13,3,9,18,1803,99,2,1,40,7,1,9,4,9,99,99,3
3936,3936,17,3,11,2,9,17,1705,99,2,1,48,8,1,1,3,9,11,44,1
3937,3937,17,3,11,2,9,17,1705,99,2,1,48,8,1,1,3,9,99,99,1
3938,3938,17,3,16,3,9,4,414,99,2,1,31,5,1,1,1,4,11,44,2
3939,3939,18,4,13,3,9,4,409,99,2,1,40,7,1,9,1,4,99,32,1
3940,3940,18,4,13,3,9,4,409,99,2,1,44,7,1,9,4,5,3,41,1
3941,3941,18,4,18,4,9,3,305,99,2,9,999,12,9,9,1,9,2,99,1
3942,3942,18,4,18,4,9,3,305,99,2,1,20,3,1,9,4,9,99,99,1
3943,3943,19,5,23,4,9,1,110,99,2,1,22,3,1,2,4,4,1,21,1
3944,3944,19,5,23,4,9,1,110,99,2,1,999,12,9,1,3,9,99,99,1
3945,3945,19,5,16,3,9,20,2008,99,2,1,37,6,1,1,6,5,1,15,1
3946,3946,19,5,16,3,9,20,2008,99,2,2,16,2,2,1,4,9,99,42,1
3947,3947,19,5,15,3,9,12,1215,99,2,1,22,3,1,1,9,4,3,44,1
3948,3948,19,5,15,3,9,12,1215,99,2,1,24,3,1,1,4,9,2,49,1
3949,3949,19,5,19,4,9,17,1703,99,2,1,31,5,1,2,3,9,9,13,1
3950,3950,19,5,19,4,9,17,1703,99,2,1,999,12,9,2,3,9,6,44,1
3951,3951,19,5,23,4,9,14,1413,99,2,9,999,12,9,9,12,9,2,13,4
3952,3952,19,5,14,3,9,4,416,99,2,2,26,4,1,9,1,5,4,44,1
3953,3953,19,5,14,3,9,4,416,99,2,2,999,12,9,9,2,9,6,99,1
3954,3954,19,5,21,4,9,3,301,99,2,1,26,4,1,1,12,9,2,15,1
3955,3955,19,5,21,4,9,3,301,99,2,2,17,2,2,1,1,4,2,32,1
3956,3956,20,6,21,4,9,1,101,17,1,1,38,6,1,9,3,2,5,34,1
3957,3957,20,6,21,4,9,1,101,17,1,1,20,3,1,9,4,4,99,24,1
3958,3958,20,6,4,1,9,1,101,5,1,1,999,12,9,9,4,9,5,21,2
3959,3959,20,6,20,4,9,1,101,10,1,1,999,12,9,9,4,9,1,42,4
3960,3960,20,6,23,4,9,1,108,7,1,1,34,5,1,2,1,4,3,47,1
3961,3961,20,6,23,4,9,1,108,7,1,1,34,5,1,1,1,3,3,34,1
3962,3962,20,6,9,2,9,20,2001,1,1,1,29,4,1,1,9,4,1,44,1
3963,3963,20,6,9,2,9,20,2001,1,1,1,26,4,1,1,4,9,99,14,1
3964,3964,20,6,3,1,9,16,1601,99,2,1,43,7,1,1,3,4,2,44,1
3965,3965,20,6,3,1,9,16,1601,99,2,1,42,7,1,1,9,4,6,44,1
3966,3966,20,6,13,3,9,15,1508,99,2,1,999,12,9,9,3,3,4,44,1
3967,3967,20,6,13,3,9,15,1508,99,2,1,999,12,9,1,9,4,2,44,1
3968,3968,20,6,7,2,9,4,401,2,1,1,25,4,1,1,1,4,4,32,1
3969,3969,20,6,7,2,9,4,401,2,1,1,25,4,1,1,4,9,14,2,1
3970,3970,21,7,5,1,9,1,101,10,1,1,29,4,1,2,1,4,5,38,1
3971,3971,21,7,5,1,9,1,101,10,1,1,40,7,1,9,99,9,99,99,1
3972,3972,21,7,21,4,9,1,116,99,2,1,23,3,1,9,1,3,9,44,1
3973,3973,21,7,21,4,9,1,116,99,2,1,44,7,1,9,1,3,3,20,1
3974,3974,21,7,1,1,9,1,108,9,1,1,26,4,1,2,3,2,7,9,1
3975,3975,21,7,1,1,9,1,108,9,1,9,999,12,9,9,1,2,3,44,1
3976,3976,21,7,19,4,9,21,2106,99,2,1,32,5,1,9,14,4,1,2,1
3977,3977,21,7,19,4,9,21,2106,99,2,1,27,4,1,9,4,9,5,2,1
3978,3978,21,7,0,4,9,10,1002,99,2,1,53,9,1,2,3,4,2,44,1
3979,3979,21,7,0,4,9,10,1002,99,2,1,30,5,1,2,1,9,6,99,1
3980,3980,21,7,21,4,9,9,923,99,2,1,41,7,1,2,1,4,6,32,1
3981,3981,21,7,21,4,9,9,923,99,2,1,42,7,1,2,1,9,7,44,1
3982,3982,21,7,22,4,9,9,901,3,1,1,26,4,1,9,1,3,11,17,1
3983,3983,21,7,22,4,9,9,901,3,1,1,35,6,1,9,1,4,1,34,1
3984,3984,21,7,19,4,9,13,1312,99,2,1,38,6,1,9,3,9,3,44,1
3985,3985,21,7,19,4,9,13,1312,99,2,1,999,12,9,9,4,9,1,21,1
3986,3986,21,7,0,4,9,15,1501,99,2,1,26,4,1,2,3,9,4,44,1
3987,3987,21,7,0,4,9,15,1501,99,2,9,999,12,9,2,4,9,99,99,1
3988,3988,21,7,0,4,9,15,1501,99,2,9,999,12,9,2,4,9,99,99,1
3989,3989,21,7,21,4,9,18,1801,99,2,9,999,12,9,9,2,4,99,5,1
3990,3990,21,7,21,4,9,18,1801,99,2,1,24,3,1,9,4,9,99,42,1
3991,3991,21,7,20,4,9,17,1705,99,2,1,36,6,1,2,1,4,4,44,4
3992,3992,21,7,22,4,9,14,1401,99,1,1,48,8,1,2,1,9,2,46,1
3993,3993,21,7,22,4,9,14,1401,99,1,1,31,5,1,2,4,5,1,2,1
3994,3994,21,7,9,2,9,4,413,99,2,9,999,12,9,9,1,9,99,21,1
3995,3995,21,7,9,2,9,4,413,99,2,1,51,9,1,1,7,4,7,22,1
3996,3996,21,7,11,2,9,4,416,99,2,1,31,5,1,9,3,5,4,44,1
3997,3997,21,7,11,2,9,4,416,99,2,9,999,12,9,9,1,9,2,99,1
3998,3998,21,7,21,4,9,3,308,99,2,1,42,7,1,9,99,9,99,99,3
3999,3999,22,1,10,2,9,17,1701,1,1,2,28,4,1,9,3,9,99,99,1
4000,4000,22,1,10,2,9,17,1701,1,1,1,22,3,1,9,4,9,5,99,1
4001,4001,22,1,21,4,9,18,1801,99,2,9,999,12,1,9,2,9,99,5,1
4002,4002,22,1,21,4,9,18,1801,99,2,1,24,3,1,9,4,9,5,42,1
4003,4003,22,1,10,2,9,11,1106,99,2,1,40,7,1,9,9,4,99,44,4
4004,4004,23,2,5,1,9,1,101,1,1,1,41,7,1,9,2,4,4,44,1
4005,4005,23,2,5,1,9,1,101,1,1,1,33,5,1,9,1,4,6,13,1
4006,4006,23,2,15,3,9,1,101,1,1,1,48,8,1,9,12,3,1,99,1
4007,4007,23,2,15,3,9,1,101,1,1,1,29,4,1,9,4,4,1,99,1
4008,4008,23,2,9,2,9,1,101,12,1,1,19,2,1,9,1,3,99,44,1
4009,4009,23,2,9,2,9,1,101,12,1,1,18,2,1,9,4,9,99,99,1
4010,4010,23,2,21,4,9,1,101,9,1,1,37,6,1,9,12,2,7,22,1
4011,4011,23,2,21,4,9,1,101,9,1,1,63,11,1,9,4,4,99,40,1
4012,4012,23,2,0,4,9,12,1215,99,2,1,29,4,1,9,4,4,3,40,2
4013,4013,23,2,13,3,9,15,1501,99,2,1,40,7,1,9,9,9,1,33,1
4014,4014,23,2,13,3,9,15,1501,99,2,1,45,8,1,9,4,9,1,21,1
4015,4015,23,2,7,2,9,18,1801,99,1,1,43,7,1,9,3,9,2,37,1
4016,4016,23,2,7,2,9,18,1801,99,1,2,30,5,1,9,4,5,5,14,1
4017,4017,23,2,23,4,9,18,1801,99,1,1,33,5,1,9,3,9,2,44,1
4018,4018,23,2,23,4,9,18,1801,99,1,1,49,8,1,9,6,9,2,15,1
4019,4019,23,2,20,4,9,1,114,99,2,1,19,2,1,9,1,9,99,99,1
4020,4020,23,2,20,4,9,1,114,99,2,1,19,2,1,9,4,9,3,2,1
4021,4021,24,3,4,1,9,20,2001,99,1,1,29,4,1,9,4,5,5,40,2
4022,4022,24,3,22,4,9,9,923,99,2,9,999,12,1,9,1,9,6,44,1
4023,4023,24,3,22,4,9,9,923,99,2,1,31,5,1,9,4,9,5,2,1
4024,4024,24,3,8,2,9,9,921,99,2,1,56,10,1,9,1,9,5,37,1
4025,4025,24,3,8,2,9,9,921,99,2,1,41,7,1,9,5,9,2,19,1
4026,4026,24,3,13,3,9,18,1801,99,2,1,45,8,1,9,6,3,2,29,2
4027,4027,24,3,21,4,9,7,709,99,2,1,26,4,1,9,4,9,5,40,3
4028,4028,24,3,12,3,9,4,412,99,2,1,21,3,1,9,4,9,5,21,2
4029,4029,24,3,20,4,9,1,101,9,1,1,23,3,1,9,5,5,2,99,1
4030,4030,24,3,20,4,9,1,101,9,1,1,23,3,1,9,4,9,2,2,1
4031,4031,24,3,14,3,9,1,101,6,1,1,31,5,1,9,12,9,99,99,1
4032,4032,24,3,14,3,9,1,101,6,1,1,52,9,1,9,4,9,99,2,1
4033,4033,24,3,14,3,9,6,601,6,1,1,40,7,1,9,3,2,8,44,1
