,num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_fall_les,edad_fall_les,g_edad,edad_m1,tipo_vehi,color_vehi,modelo_vehi,causa_acc,fall_les,year
6434,4034,9,8,7,9,1,1,1,60,9,1,4,3,9999,1,2,2009
6435,4527,9,8,7,9,1,1,1,60,9,1,4,3,9999,1,2,2009
6436,5098,19,9,6,10,12,1,1,60,9,1,11,1,9999,1,2,2009
6437,1212,2,3,1,11,1,1,1,60,9,1,10,99,9999,1,2,2009
6438,2404,1,5,5,12,4,2,1,60,9,1,1,6,9999,1,2,2009
6439,2574,11,5,1,12,14,2,1,60,9,1,3,2,9999,3,2,2009
6440,5029,15,9,2,13,19,2,1,60,9,1,8,9,1999,1,2,2009
6441,2121,14,4,2,14,15,2,1,60,9,1,3,2,9999,3,2,2009
6442,6513,19,12,6,14,1,2,1,60,9,1,7,2,1983,4,2,2009
6443,6514,19,12,6,14,1,2,1,60,9,1,7,2,1983,4,2,2009
6444,6530,19,12,6,14,1,2,1,60,9,1,7,2,1983,4,2,2009
6445,3414,3,7,5,14,14,2,1,60,9,1,9,3,2008,3,2,2009
6446,3772,27,7,1,15,6,2,1,60,9,1,1,6,1996,1,2,2009
6447,1553,18,3,3,16,10,2,1,60,9,1,2,4,2004,1,2,2009
6448,3437,4,7,6,17,4,2,1,60,9,1,4,99,9999,1,2,2009
6449,6350,14,12,1,18,5,2,1,60,9,1,1,11,9999,3,2,2009
6450,5121,21,9,1,18,18,2,1,60,9,1,3,99,9999,3,2,2009
6451,5671,23,10,5,19,4,2,1,60,9,1,3,1,9999,1,2,2009
6452,6070,25,11,3,19,4,2,1,60,9,1,7,99,9999,1,2,2009
6453,496,28,1,3,20,1,1,1,60,9,1,12,1,1990,2,2,2009
6454,6190,2,12,3,6,10,2,2,60,9,1,12,1,1996,1,2,2009
6455,6162,30,11,1,7,7,2,2,60,9,1,3,4,1987,1,2,2009
6456,3526,10,7,5,8,14,2,2,60,9,1,3,6,1975,3,2,2009
6457,2676,17,5,7,8,14,2,2,60,9,1,5,99,9999,2,2,2009
6458,3142,16,6,2,9,14,2,2,60,9,1,7,99,9999,3,2,2009
6459,3174,17,6,3,12,3,2,2,60,9,1,3,4,9999,3,2,2009
6460,3713,22,7,3,14,4,2,2,60,9,1,3,3,9999,3,2,2009
6461,4878,2,9,3,14,14,2,2,60,9,1,3,7,1982,3,2,2009
6462,3130,15,6,1,14,12,2,2,60,9,1,3,1,9999,1,2,2009
6463,4943,8,9,2,14,9,2,2,60,9,1,3,5,1997,1,2,2009
6464,3778,27,7,1,15,4,2,2,60,9,1,3,8,1984,1,2,2009
6465,1189,1,3,7,15,10,1,2,60,9,1,10,1,2007,2,2,2009
6466,4961,10,9,4,16,10,1,2,60,9,1,3,5,1995,1,2,2009
6467,5496,14,10,3,16,11,2,2,60,9,1,14,1,2009,1,2,2009
6468,1480,15,3,7,17,1,1,2,60,9,1,12,9,9999,2,2,2009
6469,3843,31,7,5,19,19,2,2,60,9,1,14,1,2004,1,2,2009
6470,3139,16,6,2,21,1,1,2,60,9,1,1,4,9999,1,2,2009
6471,5612,20,10,2,21,1,1,2,60,9,1,1,4,9999,1,2,2009
6472,1805,5,4,7,22,1,1,2,60,9,1,2,9,1995,2,2,2009
6473,2112,13,4,1,5,14,2,1,61,9,1,2,99,2009,3,2,2009
6474,2237,21,4,2,5,2,2,1,61,9,1,7,99,9999,3,2,2009
6475,6088,26,11,4,7,10,2,1,61,9,1,3,9,2002,1,2,2009
6476,846,13,2,5,8,1,2,1,61,9,1,6,7,9999,1,2,2009
6477,5092,18,9,5,8,10,2,1,61,9,1,7,7,2009,3,2,2009
6478,729,7,2,6,9,11,2,1,61,9,1,3,2,1983,1,2,2009
6479,2346,26,4,7,17,16,2,1,61,9,1,3,1,9999,1,2,2009
6480,5715,28,10,3,20,1,1,1,61,9,1,1,99,9999,1,2,2009
6481,3251,20,6,6,22,4,2,1,61,9,1,7,2,9999,1,2,2009
6482,5567,17,10,6,7,14,1,2,61,9,1,2,9,9999,1,2,2009
6483,2215,19,4,7,9,7,2,2,61,9,1,1,6,1993,1,2,2009
6484,6734,28,12,1,16,1,2,2,61,9,1,7,7,9999,3,2,2009
6485,6046,24,11,2,17,18,2,2,61,9,1,1,6,1998,1,2,2009
6486,1360,10,3,2,6,3,2,1,62,9,1,2,2,1987,1,2,2009
6487,1988,11,4,6,6,22,2,1,62,9,1,7,1,9999,3,2,2009
6488,3502,9,7,4,6,1,2,1,62,9,1,7,6,9999,3,2,2009
6489,3464,6,7,1,7,1,1,1,62,9,1,1,1,9999,1,2,2009
6490,2675,17,5,7,8,14,2,1,62,9,1,5,99,9999,2,2,2009
6491,5234,28,9,1,8,13,2,1,62,9,1,9,3,2006,1,2,2009
6492,193,11,1,7,9,10,2,1,62,9,1,2,4,2001,1,2,2009
6493,2816,25,5,1,10,9,2,1,62,9,1,4,1,1997,1,2,2009
6494,1778,2,4,4,13,14,2,1,62,9,1,3,9,2002,4,2,2009
6495,5386,7,10,3,15,12,2,1,62,9,1,9,2,9999,1,2,2009
6496,5694,25,10,7,16,2,2,1,62,9,1,5,2,9999,1,2,2009
6497,5633,21,10,3,17,12,2,1,62,9,1,3,99,9999,2,2,2009
6498,6121,27,11,5,19,12,2,1,62,9,1,3,99,9999,2,2,2009
6499,1432,14,3,6,1,10,2,2,62,9,1,3,1,1987,1,2,2009
6500,5194,26,9,6,12,1,1,2,62,9,1,3,6,2002,1,2,2009
6501,3592,14,7,2,15,1,1,2,62,9,1,12,1,9999,1,2,2009
6502,3852,1,8,6,17,12,2,2,62,9,1,1,11,1981,1,2,2009
6503,4209,1,8,6,17,12,2,2,62,9,1,1,11,1981,1,2,2009
6504,4345,1,8,6,17,12,2,2,62,9,1,1,11,1981,1,2,2009
6505,1518,17,3,2,17,10,2,2,62,9,1,3,5,9999,3,2,2009
6506,3555,12,7,7,19,10,1,2,62,9,1,1,6,1994,2,2,2009
6507,2288,24,4,5,19,5,2,2,62,9,1,3,4,1991,3,2,2009
6508,3750,25,7,6,1,3,2,1,63,9,1,3,2,1986,1,2,2009
6509,1624,23,3,1,3,1,1,1,63,9,1,7,2,9999,4,2,2009
6510,1762,1,4,3,5,2,1,1,63,9,1,3,5,1998,2,2,2009
6511,914,17,2,2,5,10,2,1,63,9,1,3,1,1986,1,2,2009
6512,6193,2,12,3,7,7,2,1,63,9,1,6,99,1998,1,2,2009
6513,6326,13,12,7,14,22,2,1,63,9,1,3,4,9999,2,2,2009
6514,6466,17,12,4,14,1,2,1,63,9,1,7,2,9999,1,2,2009
6515,910,16,2,1,19,5,2,1,63,9,1,2,9,9999,2,2,2009
6516,757,8,2,7,21,22,2,1,63,9,1,3,2,1992,3,2,2009
6517,91,4,1,7,23,14,2,1,63,9,1,3,99,9999,4,2,2009
6518,2255,21,4,2,5,2,2,2,63,9,1,7,99,9999,3,2,2009
6519,953,19,2,4,10,11,2,2,63,9,1,2,1,9999,3,2,2009
6520,2072,12,4,7,11,1,1,2,63,9,1,1,11,9999,1,2,2009
6521,4995,12,9,6,16,1,1,2,63,9,1,1,1,2002,1,2,2009
6522,101,5,1,1,20,17,2,2,63,9,1,1,6,1991,1,2,2009
6523,5914,13,11,5,3,1,1,1,64,9,1,1,2,2007,2,2,2009
6524,3181,18,6,4,7,8,2,1,64,9,1,3,6,2004,1,2,2009
6525,6693,28,12,1,10,2,2,1,64,9,1,3,99,9999,1,2,2009
6526,5130,22,9,2,15,2,2,1,64,9,1,7,2,2000,1,2,2009
6527,4853,1,9,2,18,18,2,1,64,9,1,99,99,9999,1,2,2009
6528,3435,4,7,6,19,14,2,1,64,9,1,5,2,9999,3,2,2009
6529,1939,10,4,5,0,12,2,2,64,9,1,3,1,9999,4,2,2009
6530,618,3,2,2,9,1,1,2,64,9,1,1,9,1998,1,2,2009
6531,3283,23,6,2,12,7,2,2,64,9,1,5,2,2002,1,2,2009
6532,4019,8,8,6,18,1,1,2,64,9,1,8,2,1998,1,2,2009
6533,4512,8,8,6,18,1,1,2,64,9,1,8,2,1998,1,2,2009
6534,2300,25,4,6,20,9,2,2,64,9,1,2,4,1990,3,2,2009
6535,1936,10,4,5,0,12,2,1,65,10,1,3,1,9999,4,2,2009
6536,2772,24,5,6,2,1,1,1,65,10,1,2,99,9999,1,2,2009
6537,1570,20,3,5,5,5,2,1,65,10,1,1,7,1997,1,2,2009
6538,2254,21,4,2,5,2,2,1,65,10,1,7,99,9999,3,2,2009
6539,6179,1,12,2,10,4,2,1,65,10,1,11,99,2001,1,2,2009
6540,5712,27,10,2,16,5,2,1,65,10,1,10,2,9999,1,2,2009
6541,2477,4,5,1,17,1,1,1,65,10,1,1,2,2007,1,2,2009
6542,5636,21,10,3,17,12,2,1,65,10,1,3,99,9999,2,2,2009
6543,6204,4,12,5,17,9,2,1,65,10,1,3,2,9999,1,2,2009
6544,2479,4,5,1,21,5,2,1,65,10,1,3,7,1975,1,2,2009
6545,6578,21,12,1,0,18,2,2,65,10,1,2,6,9999,4,2,2009
6546,3008,10,6,3,2,8,2,2,65,10,1,3,2,1985,3,2,2009
6547,2095,13,4,1,10,1,1,2,65,10,1,1,9,2006,1,2,2009
6548,3965,6,8,4,15,2,2,2,65,10,1,7,2,1993,1,2,2009
6549,4322,6,8,4,15,2,2,2,65,10,1,7,2,1993,1,2,2009
6550,4458,6,8,4,15,2,2,2,65,10,1,7,2,1993,1,2,2009
6551,1426,13,3,5,15,6,2,2,65,10,1,9,99,2009,1,2,2009
6552,3686,20,7,1,16,14,2,2,65,10,1,3,4,1995,3,2,2009
6553,2409,1,5,5,17,1,2,2,65,10,1,1,4,1999,1,2,2009
6554,6316,12,12,6,18,12,2,2,65,10,1,99,5,9999,1,2,2009
6555,5200,26,9,6,18,21,2,2,65,10,1,3,6,9999,4,2,2009
6556,582,1,2,7,18,6,2,2,65,10,1,14,99,9999,1,2,2009
6557,1688,27,3,5,0,12,2,1,66,10,1,4,1,2008,1,2,2009
6558,819,11,2,3,0,7,2,1,66,10,1,5,2,2003,1,2,2009
6559,3532,10,7,5,8,14,2,1,66,10,1,3,6,1975,3,2,2009
6560,3913,3,8,1,8,13,2,1,66,10,1,3,4,9999,1,2,2009
6561,4270,3,8,1,8,13,2,1,66,10,1,3,4,9999,1,2,2009
6562,4406,3,8,1,8,13,2,1,66,10,1,3,4,9999,1,2,2009
6563,267,14,1,3,10,4,2,1,66,10,1,7,2,1989,1,2,2009
6564,5637,21,10,3,17,12,2,1,66,10,1,3,99,9999,2,2,2009
6565,502,28,1,3,20,1,1,1,66,10,1,12,1,1990,2,2,2009
6566,1258,3,3,2,22,17,2,1,66,10,1,7,2,9999,3,2,2009
6567,4824,30,8,7,8,21,1,2,66,10,1,14,1,9999,1,2,2009
6568,3152,16,6,2,9,14,2,2,66,10,1,7,99,9999,3,2,2009
6569,3153,16,6,2,9,14,2,2,66,10,1,7,99,9999,3,2,2009
6570,4189,20,8,4,10,9,2,2,66,10,1,3,11,1986,1,2,2009
6571,4683,20,8,4,10,9,2,2,66,10,1,3,11,1986,1,2,2009
6572,2698,18,5,1,18,10,2,2,66,10,1,3,6,1980,3,2,2009
6573,5838,6,11,5,19,22,2,2,66,10,1,1,3,2001,1,2,2009
6574,5770,1,11,7,22,19,2,2,66,10,1,1,2,2000,1,2,2009
6575,3751,25,7,6,1,3,2,1,67,10,1,3,2,1986,1,2,2009
6576,105,6,1,2,7,6,2,1,67,10,1,3,1,1990,4,2,2009
6577,4969,11,9,5,11,19,2,1,67,10,1,5,2,9999,1,2,2009
6578,1106,24,2,2,11,18,2,1,67,10,1,7,2,9999,1,2,2009
6579,3881,2,8,7,17,11,2,1,67,10,1,1,11,9999,1,2,2009
6580,4238,2,8,7,17,11,2,1,67,10,1,1,11,9999,1,2,2009
6581,4374,2,8,7,17,11,2,1,67,10,1,1,11,9999,1,2,2009
6582,5640,21,10,3,17,12,2,1,67,10,1,3,99,9999,2,2,2009
6583,3168,17,6,3,21,1,2,1,67,10,1,7,7,9999,1,2,2009
6584,3752,25,7,6,1,3,2,2,67,10,1,3,2,1986,1,2,2009
6585,4201,20,8,4,10,1,1,2,67,10,1,9,4,9999,1,2,2009
6586,4695,20,8,4,10,1,1,2,67,10,1,9,4,9999,1,2,2009
6587,2196,19,4,7,11,19,2,2,67,10,1,3,11,1989,4,2,2009
6588,6477,17,12,4,14,1,2,2,67,10,1,7,2,9999,1,2,2009
6589,6733,28,12,1,16,1,2,2,67,10,1,7,7,9999,3,2,2009
6590,4130,16,8,7,10,14,2,1,68,10,1,3,5,1990,3,2,2009
6591,4623,16,8,7,10,14,2,1,68,10,1,3,5,1990,3,2,2009
6592,6181,2,12,3,14,19,2,1,68,10,1,4,99,9999,1,2,2009
6593,5355,4,10,7,16,6,1,1,68,10,1,9,5,9999,1,2,2009
6594,5642,21,10,3,17,12,2,1,68,10,1,3,99,9999,2,2,2009
6595,4018,8,8,6,18,1,1,1,68,10,1,8,2,1998,1,2,2009
6596,4511,8,8,6,18,1,1,1,68,10,1,8,2,1998,1,2,2009
6597,473,26,1,1,19,5,2,1,68,10,1,3,9,1990,1,2,2009
6598,5050,16,9,3,12,2,2,2,68,10,1,14,1,2009,1,2,2009
6599,3336,28,6,7,17,1,1,2,68,10,1,9,99,9999,1,2,2009
6600,1145,27,2,5,22,6,2,2,68,10,1,11,2,9999,1,2,2009
6601,656,4,2,3,5,6,2,1,69,10,1,7,6,1991,2,2,2009
6602,1359,10,3,2,10,19,2,1,69,10,1,3,6,1993,1,2,2009
6603,4096,14,8,5,12,19,2,1,69,10,1,1,99,2005,1,2,2009
6604,4589,14,8,5,12,19,2,1,69,10,1,1,99,2005,1,2,2009
6605,2670,17,5,7,12,16,2,1,69,10,1,3,99,1980,4,2,2009
6606,5643,21,10,3,17,12,2,1,69,10,1,3,99,9999,2,2,2009
6607,2703,18,5,1,18,11,1,1,69,10,1,10,1,9999,1,2,2009
6608,719,6,2,5,20,7,2,1,69,10,1,9,4,1986,1,2,2009
6609,6154,29,11,7,12,5,2,2,69,10,1,1,5,9999,1,2,2009
6610,3229,20,6,6,12,21,1,2,69,10,1,9,8,1992,1,2,2009
6611,2068,11,4,6,5,1,2,1,70,10,1,2,99,9999,3,2,2009
6612,2247,21,4,2,5,2,2,1,70,10,1,7,99,9999,3,2,2009
6613,2682,17,5,7,8,14,2,1,70,10,1,5,99,9999,2,2,2009
6614,5193,26,9,6,12,1,1,1,70,10,1,3,6,2002,1,2,2009
6615,74,3,1,6,16,20,2,1,70,10,1,2,3,1989,3,2,2009
6616,1252,3,3,2,22,17,2,1,70,10,1,7,2,9999,3,2,2009
6617,2890,1,5,1,4,14,2,2,70,10,1,3,99,9999,2,2,2009
6618,5487,13,10,2,10,22,2,2,70,10,1,12,1,9999,2,2,2009
6619,1577,20,3,5,12,12,1,2,70,10,1,3,99,9999,2,2,2009
6620,4733,23,8,7,13,4,2,2,70,10,1,3,6,1978,3,2,2009
6621,4854,1,9,2,14,14,1,2,70,10,1,3,9,1983,1,2,2009
6622,5466,12,10,1,15,22,2,2,70,10,1,3,5,1989,1,2,2009
6623,3814,29,7,3,18,12,2,2,71,10,1,4,1,9999,1,2,2009
6624,1259,3,3,2,22,17,2,2,71,10,1,7,2,9999,3,2,2009
6625,6508,18,12,5,5,2,2,1,72,10,1,3,2,1999,2,2,2009
6626,1416,13,3,5,11,14,2,1,72,10,1,7,6,9999,3,2,2009
6627,3977,6,8,4,15,2,2,1,72,10,1,7,2,1993,1,2,2009
6628,4334,6,8,4,15,2,2,1,72,10,1,7,2,1993,1,2,2009
6629,4470,6,8,4,15,2,2,1,72,10,1,7,2,1993,1,2,2009
6630,1425,13,3,5,15,6,2,1,72,10,1,9,99,2009,1,2,2009
6631,6423,15,12,2,19,8,2,1,72,10,1,7,3,9999,3,2,2009
6632,3991,7,8,5,22,10,2,1,72,10,1,3,4,9999,1,2,2009
6633,4484,7,8,5,22,10,2,1,72,10,1,3,4,9999,1,2,2009
6634,2069,11,4,6,5,1,2,2,72,10,1,2,99,9999,3,2,2009
6635,692,5,2,4,13,1,2,2,72,10,1,7,7,9999,1,2,2009
6636,3270,22,6,1,16,16,2,2,72,10,1,3,11,1984,3,2,2009
6637,3894,2,8,7,15,9,2,1,73,10,1,3,6,9999,2,2,2009
6638,4251,2,8,7,15,9,2,1,73,10,1,3,6,9999,2,2,2009
6639,4387,2,8,7,15,9,2,1,73,10,1,3,6,9999,2,2,2009
6640,1261,3,3,2,22,17,2,1,73,10,1,7,2,9999,3,2,2009
6641,3197,19,6,5,5,4,2,2,73,10,1,7,3,9999,3,2,2009
6642,5851,6,11,5,11,14,2,2,73,10,1,3,2,9999,3,2,2009
6643,3410,3,7,5,12,11,1,2,73,10,1,1,10,1998,1,2,2009
6644,5903,12,11,4,21,19,2,2,73,10,1,7,6,1988,1,2,2009
6645,6184,2,12,3,7,5,2,1,74,10,1,3,2,2006,3,2,2009
6646,5179,24,9,4,9,3,2,1,74,10,1,7,99,9999,1,2,2009
6647,4867,2,9,3,14,14,2,1,74,10,1,3,7,1982,3,2,2009
6648,87,4,1,7,23,1,2,1,74,10,1,1,4,9999,1,2,2009
6649,6651,25,12,5,10,18,2,2,74,10,1,8,5,9999,3,2,2009
6650,657,4,2,3,5,6,2,1,75,10,1,7,6,1991,2,2,2009
6651,5842,6,11,5,14,22,2,1,75,10,1,3,3,9999,1,2,2009
6652,3885,2,8,7,19,17,2,1,75,10,1,4,99,9999,4,2,2009
6653,4242,2,8,7,19,17,2,1,75,10,1,4,99,9999,4,2,2009
6654,4378,2,8,7,19,17,2,1,75,10,1,4,99,9999,4,2,2009
6655,2277,23,4,4,21,16,2,1,75,10,1,9,2,2007,1,2,2009
6656,262,14,1,3,14,13,2,2,75,10,1,8,5,9999,1,2,2009
6657,6301,11,12,5,10,10,2,1,76,10,1,1,3,9999,1,2,2009
6658,4869,2,9,3,14,14,2,1,76,10,1,3,7,1982,3,2,2009
6659,1424,13,3,5,15,6,2,1,76,10,1,9,99,2009,1,2,2009
6660,6717,28,12,1,16,1,2,1,76,10,1,7,7,9999,3,2,2009
6661,3264,22,6,1,19,1,1,1,76,10,1,7,7,9999,3,2,2009
6662,505,28,1,3,14,6,2,2,76,10,1,10,7,9999,1,2,2009
6663,2863,30,5,6,7,14,1,1,77,10,1,4,99,9999,1,2,2009
6664,5309,1,10,4,15,15,2,2,77,10,1,9,6,2004,3,2,2009
6665,6604,22,12,2,17,9,2,2,77,10,1,7,1,1984,2,2,2009
6666,791,10,2,2,21,13,2,1,78,10,1,9,2,2007,3,2,2009
6667,6709,28,12,1,19,14,2,1,79,10,1,9,3,9999,1,2,2009
6668,3361,30,6,2,15,1,1,1,80,10,1,11,99,9999,1,2,2009
6669,3368,30,6,2,17,12,2,1,80,10,1,3,1,9999,3,2,2009
6670,5644,21,10,3,17,12,2,1,80,10,1,3,99,9999,2,2,2009
6671,3337,28,6,7,17,1,1,1,80,10,1,9,99,9999,1,2,2009
6672,3397,3,7,5,9,1,2,2,80,10,1,3,5,9999,4,2,2009
6673,1405,13,3,5,16,1,2,1,82,10,1,3,99,9999,3,2,2009
6674,3558,12,7,7,19,10,1,2,82,10,1,1,6,1994,2,2,2009
6675,2113,14,4,2,10,9,2,1,83,10,1,3,3,9999,2,2,2009
6676,3411,3,7,5,12,11,1,1,83,10,1,1,10,1998,1,2,2009
6677,263,14,1,3,14,13,2,1,85,10,1,8,5,9999,1,2,2009
6678,1505,16,3,1,11,4,2,2,85,10,1,3,9,9999,3,2,2009
6679,4778,26,8,3,7,5,2,1,86,10,1,3,99,1996,1,2,2009
6680,6118,27,11,5,19,12,2,2,86,10,1,3,99,9999,2,2,2009
6681,5086,18,9,5,8,10,2,2,87,10,1,7,7,2009,3,2,2009
6682,3309,24,6,4,15,19,2,2,87,10,1,1,4,1999,1,2,2009
6683,849,13,2,5,8,1,2,1,88,10,1,2,9,9999,1,2,2009
6684,5793,2,11,1,11,8,2,1,90,10,1,3,99,9999,2,2,2009
6685,4169,19,8,3,12,22,2,1,90,10,1,2,5,1990,3,2,2009
6686,4662,19,8,3,12,22,2,1,90,10,1,2,5,1990,3,2,2009
6687,2547,9,5,6,999,1,2,9,999,11,99,9,4,2007,2,2,2009
6688,171,11,1,7,0,1,1,1,999,11,1,4,1,9999,2,2,2009
6689,2389,1,5,5,1,5,2,1,999,11,1,4,1,9999,1,2,2009
6690,631,4,2,3,5,1,2,1,999,11,1,3,5,2007,1,2,2009
6691,919,17,2,2,5,13,2,1,999,11,1,4,5,9999,1,2,2009
6692,920,17,2,2,5,13,2,1,999,11,1,4,5,9999,1,2,2009
6693,650,4,2,3,5,6,2,1,999,11,1,7,6,1991,2,2,2009
6694,653,4,2,3,5,6,2,1,999,11,1,7,6,1991,2,2,2009
6695,659,4,2,3,5,6,2,1,999,11,1,7,6,1991,2,2,2009
6696,662,4,2,3,5,6,2,1,999,11,1,7,6,1991,2,2,2009
6697,1904,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6698,1905,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6699,1906,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6700,1907,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6701,1908,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6702,1909,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6703,1910,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6704,1911,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6705,1912,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6706,1913,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6707,1914,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6708,1915,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6709,1916,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6710,1917,9,4,4,7,12,2,1,999,11,1,2,6,9999,4,2,2009
6711,5942,17,11,2,8,3,2,1,999,11,1,5,2,2008,3,2,2009
6712,5943,17,11,2,8,3,2,1,999,11,1,5,2,2008,3,2,2009
6713,5944,17,11,2,8,3,2,1,999,11,1,5,2,2008,3,2,2009
6714,897,15,2,7,8,4,2,1,999,11,1,7,6,1982,2,2,2009
6715,898,15,2,7,8,4,2,1,999,11,1,7,6,1982,2,2,2009
6716,899,15,2,7,8,4,2,1,999,11,1,7,6,1982,2,2,2009
6717,900,15,2,7,8,4,2,1,999,11,1,7,6,1982,2,2,2009
6718,901,15,2,7,8,4,2,1,999,11,1,7,6,1982,2,2,2009
6719,902,15,2,7,8,4,2,1,999,11,1,7,6,1982,2,2,2009
6720,903,15,2,7,8,4,2,1,999,11,1,7,6,1982,2,2,2009
6721,904,15,2,7,8,4,2,1,999,11,1,7,6,1982,2,2,2009
6722,905,15,2,7,8,4,2,1,999,11,1,7,6,1982,2,2,2009
6723,906,15,2,7,8,4,2,1,999,11,1,7,6,1982,2,2,2009
6724,194,11,1,7,9,10,2,1,999,11,1,2,4,2001,1,2,2009
6725,195,11,1,7,9,10,2,1,999,11,1,2,4,2001,1,2,2009
6726,199,12,1,1,9,19,2,1,999,11,1,3,2,9999,1,2,2009
6727,936,18,2,3,9,8,2,1,999,11,1,3,5,2007,1,2,2009
6728,937,18,2,3,9,8,2,1,999,11,1,3,5,2007,1,2,2009
6729,938,18,2,3,9,8,2,1,999,11,1,3,5,2007,1,2,2009
6730,6123,28,11,6,9,5,2,1,999,11,1,4,1,9999,1,2,2009
6731,2603,13,5,3,9,3,2,1,999,11,1,4,3,9999,1,2,2009
6732,1072,22,2,7,10,6,2,1,999,11,1,4,99,9999,1,2,2009
6733,1309,7,3,6,11,4,2,1,999,11,1,3,2,1998,1,2,2009
6734,2836,28,5,4,11,1,1,1,999,11,1,4,3,9999,1,2,2009
6735,923,17,2,2,12,16,1,1,999,11,1,1,99,9999,4,2,2009
6736,256,14,1,3,12,10,2,1,999,11,1,1,4,9999,1,2,2009
6737,2764,23,5,6,12,2,2,1,999,11,1,3,2,1985,2,2,2009
6738,2537,8,5,5,12,1,1,1,999,11,1,4,5,2007,1,2,2009
6739,551,31,1,6,12,5,2,1,999,11,1,5,2,9999,1,2,2009
6740,5069,18,9,5,13,5,2,1,999,11,1,1,1,9999,1,2,2009
6741,2527,7,5,4,13,19,2,1,999,11,1,3,11,2009,1,2,2009
6742,2711,19,5,2,13,18,2,1,999,11,1,4,1,2007,1,2,2009
6743,6012,23,11,1,13,1,1,1,999,11,1,4,1,9999,1,2,2009
6744,2590,12,5,2,13,1,2,1,999,11,1,6,2,9999,1,2,2009
6745,2735,22,5,5,14,22,2,1,999,11,1,3,9,9999,2,2,2009
6746,265,14,1,3,14,18,2,1,999,11,1,11,99,1999,1,2,2009
6747,2413,1,5,5,15,1,1,1,999,11,1,3,5,9999,1,2,2009
6748,2414,1,5,5,15,1,1,1,999,11,1,3,5,9999,1,2,2009
6749,944,18,2,3,15,7,2,1,999,11,1,4,5,2005,1,2,2009
6750,945,18,2,3,15,7,2,1,999,11,1,4,5,2005,1,2,2009
6751,430,24,1,6,16,5,2,1,999,11,1,3,5,2007,2,2,2009
6752,431,24,1,6,16,5,2,1,999,11,1,3,5,2007,2,2,2009
6753,6112,26,11,4,17,20,2,1,999,11,1,3,5,1981,4,2,2009
6754,52,1,1,4,17,9,2,1,999,11,1,3,1,9999,1,2,2009
6755,53,1,1,4,17,9,2,1,999,11,1,3,1,9999,1,2,2009
6756,5225,28,9,1,17,1,1,1,999,11,1,4,3,2009,2,2,2009
6757,94,4,1,7,17,14,2,1,999,11,1,4,5,2008,1,2,2009
6758,5925,14,11,6,17,1,1,1,999,11,1,4,99,9999,1,2,2009
6759,295,15,1,4,17,9,2,1,999,11,1,7,99,9999,1,2,2009
6760,808,11,2,3,19,10,1,1,999,11,1,1,6,9999,2,2,2009
6761,2897,2,6,2,19,18,2,1,999,11,1,3,99,9999,1,2,2009
6762,2898,2,6,2,20,1,1,1,999,11,1,3,5,2008,1,2,2009
6763,6124,28,11,6,20,1,1,1,999,11,1,4,99,9999,1,2,2009
6764,5906,12,11,4,21,19,2,1,999,11,1,6,3,1988,1,2,2009
6765,2779,24,5,6,22,1,1,1,999,11,2,3,7,9999,3,2,2009
6766,1351,8,3,7,23,1,1,1,999,11,1,1,2,9999,1,2,2009
6767,2491,5,5,2,23,12,2,1,999,11,99,1,2,1993,1,2,2009
6768,2492,5,5,2,23,12,2,1,999,11,99,1,2,1993,1,2,2009
6769,740,7,2,6,0,7,2,2,999,11,1,9,4,9999,2,2,2009
6770,6140,29,11,7,3,5,2,2,999,11,1,3,99,2006,1,2,2009
6771,1918,9,4,4,7,12,2,2,999,11,1,2,6,9999,4,2,2009
6772,1919,9,4,4,7,12,2,2,999,11,1,2,6,9999,4,2,2009
6773,112,6,1,2,7,6,2,2,999,11,1,3,1,1990,4,2,2009
6774,114,6,1,2,7,6,2,2,999,11,1,3,1,1990,4,2,2009
6775,1099,24,2,2,8,1,1,2,999,11,1,2,4,2005,1,2,2009
6776,166,10,1,6,11,3,2,2,999,11,1,4,1,2005,2,2,2009
6777,259,14,1,3,12,11,2,2,999,11,1,14,99,2007,1,2,2009
6778,398,22,1,4,13,1,1,2,999,11,1,2,1,9999,1,2,2009
6779,587,1,2,7,15,16,2,2,999,11,1,3,2,1984,3,2,2009
6780,5,1,1,4,16,21,2,2,999,11,1,1,6,1992,1,2,2009
6781,380,20,1,2,17,1,1,2,999,11,1,1,3,9999,1,2,2009
