num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,g_hora,depto_ocu,mupio_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad_2,mayor_menor,tipo_veh,color_veh,modelo_veh,causa_acc,marca_veh,estado_pil
4877,31,5,5,22,4,1,101,1,7,9,999,12,9,99,99,9999,5,99,9
4878,31,5,5,21,4,1,101,1,21,9,999,12,9,99,99,9999,5,99,9
4879,31,5,5,19,4,22,2201,2,99,1,24,3,1,5,99,1997,5,13,9
4880,31,5,5,19,4,9,901,2,99,1,29,4,1,1,99,9999,5,99,9
4881,1,6,6,15,3,1,105,2,99,1,22,3,1,4,3,2013,5,2,9
4882,1,6,6,22,4,1,101,1,7,9,999,12,9,3,99,9999,5,99,9
4883,1,6,6,14,3,1,101,1,11,9,999,12,9,99,99,9999,5,99,9
4884,1,6,6,3,1,1,115,1,2,9,999,12,9,6,2,9999,5,15,9
4885,1,6,6,22,4,1,115,2,99,9,999,12,9,99,99,9999,5,99,9
4886,1,6,6,20,4,20,2001,2,99,9,999,12,9,99,99,9999,5,99,9
4887,1,6,6,9,2,20,2001,2,99,9,999,12,9,99,99,9999,5,99,9
4888,1,6,6,5,1,20,2001,2,99,9,999,12,9,99,99,9999,5,99,9
4889,1,6,6,11,2,19,1901,2,99,9,999,12,9,99,99,9999,5,99,9
4890,1,6,6,21,4,19,1901,2,99,9,999,12,9,99,99,9999,5,99,9
4891,1,6,6,22,4,19,1901,2,99,9,999,12,9,99,99,9999,5,99,9
4892,1,6,6,20,4,10,1001,2,99,1,24,3,1,3,2,1987,5,44,9
4893,1,6,6,20,4,13,1301,2,99,9,999,12,9,99,99,9999,5,99,9
4894,1,6,6,0,1,16,1601,2,99,9,999,12,9,99,99,9999,5,99,9
4895,1,6,6,1,1,16,1601,2,99,9,999,12,9,99,99,9999,5,99,9
4896,1,6,6,1,1,16,1601,2,99,9,999,12,9,99,99,9999,5,99,9
4897,1,6,6,23,4,18,1801,2,99,1,22,3,1,4,5,9999,5,2,9
4898,1,6,6,20,4,3,301,2,99,9,999,12,9,99,99,9999,5,99,9
4899,2,6,7,20,4,1,101,1,1,9,999,12,9,99,99,9999,5,99,9
4900,2,6,7,19,4,1,105,1,18,1,46,8,1,1,2,9999,5,12,9
4901,2,6,7,11,2,1,105,1,18,9,999,12,9,3,3,2009,5,32,9
4902,2,6,7,14,3,1,101,1,11,9,999,12,9,3,99,9999,5,99,9
4903,2,6,7,13,3,1,101,1,11,9,999,12,9,3,2,9999,5,13,9
4904,2,6,7,5,1,1,115,1,2,9,999,12,9,99,99,9999,5,99,9
4905,2,6,7,14,3,1,110,1,6,1,999,12,1,5,99,9999,5,99,9
4906,2,6,7,11,2,20,2001,2,99,1,35,6,1,3,4,2013,5,44,9
4907,2,6,7,2,1,10,1001,2,99,1,999,12,1,99,99,9999,5,99,9
4908,2,6,7,9,2,10,1001,2,99,1,999,12,1,12,2,9999,5,23,9
4909,2,6,7,3,1,16,1601,2,99,1,999,12,1,99,99,9999,5,99,9
4910,2,6,7,6,2,3,301,2,99,1,41,7,1,99,99,9999,5,99,9
4911,3,6,1,11,2,8,801,2,99,1,999,12,1,7,8,9999,5,22,9
4912,4,6,2,10,2,1,101,1,1,1,27,4,1,12,1,1990,5,3,1
4913,4,6,2,15,3,1,101,1,3,1,39,6,1,5,2,9999,5,15,1
4914,4,6,2,17,3,1,101,1,13,1,999,12,1,1,99,9999,5,99,9
4915,4,6,2,23,4,1,101,1,7,1,37,6,1,10,2,9999,5,20,2
4916,4,6,2,12,3,1,101,1,19,1,34,5,1,3,1,1990,5,44,1
4917,4,6,2,7,2,1,109,2,99,1,999,12,1,1,99,9999,5,99,9
4918,4,6,2,9,2,1,108,1,7,1,999,12,1,1,99,9999,5,99,9
4919,4,6,2,19,4,22,2216,2,99,1,23,3,1,2,3,2000,5,34,1
4920,4,6,2,10,2,10,1002,1,1,1,44,7,1,3,6,1991,5,44,1
4921,4,6,2,20,4,16,1601,2,99,1,999,12,1,99,99,9999,5,99,9
4922,4,6,2,15,3,18,1801,1,1,1,999,12,1,4,99,9999,5,99,9
4923,5,6,3,11,2,1,101,1,6,1,999,12,1,14,99,9999,5,99,9
4924,5,6,3,6,2,11,1101,2,99,1,999,12,1,99,99,9999,5,99,9
4925,5,6,3,20,4,3,301,1,99,1,52,9,1,2,4,2006,5,44,1
4926,6,6,4,23,4,1,101,1,11,1,21,3,1,3,4,1981,5,99,1
4927,6,6,4,23,4,6,609,2,99,1,999,12,1,99,99,9999,5,99,9
4928,6,6,4,19,4,6,609,2,99,1,999,12,1,99,99,9999,5,99,9
4929,6,6,4,18,4,16,1601,2,99,1,43,7,1,5,3,9999,5,19,1
4930,7,6,5,5,1,1,102,1,5,9,999,12,9,3,5,9999,5,46,9
4931,7,6,5,1,1,1,115,2,99,1,17,2,2,4,1,9999,5,24,9
4932,7,6,5,6,2,1,110,1,3,1,999,12,1,12,99,9999,5,99,9
4933,7,6,5,7,2,1,110,2,99,9,999,12,9,12,11,9999,5,99,9
4934,7,6,5,20,4,22,2201,2,99,9,999,12,9,2,5,9999,5,99,9
4935,7,6,5,17,3,20,2001,2,99,9,999,12,9,5,99,9999,5,99,9
4936,7,6,5,18,4,16,1601,2,99,9,999,12,9,5,99,9999,5,19,9
4937,8,6,6,21,4,1,110,1,1,1,36,6,1,1,2,1993,5,32,9
4938,8,6,6,13,3,21,2101,2,99,1,23,3,1,9,6,9999,5,44,9
4939,8,6,6,18,4,9,901,1,1,1,22,3,1,4,5,2010,5,2,9
4940,8,6,6,18,4,13,1301,2,99,1,23,3,1,3,9,1978,5,44,9
4941,8,6,6,13,3,16,1601,2,99,1,26,4,1,14,1,2012,5,2,9
4942,8,6,6,12,3,17,1701,2,99,9,999,12,9,99,99,9999,5,99,9
4943,9,6,7,1,1,1,101,1,1,1,18,2,1,1,3,1995,5,44,9
4944,9,6,7,11,2,1,102,2,99,1,34,5,1,3,8,9999,5,32,9
4945,9,6,7,17,3,20,2001,2,99,9,999,12,9,99,99,9999,5,99,9
4946,9,6,7,18,4,20,2001,2,99,9,999,12,9,99,99,9999,5,99,9
4947,9,6,7,21,4,20,2001,2,99,9,999,12,9,99,99,9999,5,99,9
4948,9,6,7,21,4,6,601,2,99,1,53,9,1,2,4,9999,5,99,9
4949,9,6,7,17,3,16,1601,2,99,1,28,4,1,4,1,9999,5,24,9
4950,10,6,1,12,3,22,2201,2,99,9,999,12,9,99,99,9999,5,99,9
4951,10,6,1,21,4,20,2001,2,99,9,999,12,9,99,99,9999,5,99,9
4952,10,6,1,21,4,5,501,2,99,9,999,12,9,99,99,9999,5,99,9
4953,10,6,1,23,4,10,1001,2,99,9,999,12,9,99,99,9999,5,99,9
4954,10,6,1,8,2,11,1101,2,99,1,20,3,1,4,99,9999,5,37,9
4955,10,6,1,21,4,13,1301,2,99,9,999,12,9,3,99,9999,5,99,9
4956,10,6,1,7,2,16,1601,2,99,9,999,12,9,5,99,9999,5,19,9
4957,11,6,2,20,4,1,101,1,7,1,29,4,1,11,2,2001,5,44,9
4958,11,6,2,20,4,1,110,2,99,9,999,12,9,99,99,9999,5,99,9
4959,11,6,2,16,3,20,2001,2,99,9,999,12,9,12,99,9999,5,99,9
4960,11,6,2,21,4,9,901,2,99,9,999,12,9,4,1,9999,5,36,9
4961,11,6,2,20,4,13,1301,2,99,9,999,12,9,99,99,9999,5,99,9
4962,11,6,2,9,2,16,1601,2,99,9,999,12,9,99,99,9999,5,99,9
4963,11,6,2,18,4,4,401,2,99,9,999,12,9,3,99,9999,5,99,9
4964,12,6,3,8,2,1,101,1,11,9,999,12,9,1,99,9999,5,99,9
4965,12,6,3,18,4,13,1301,2,99,9,999,12,9,1,99,9999,5,99,9
4966,12,6,3,16,3,8,801,2,99,1,66,11,1,1,9,9999,5,37,1
4967,12,6,3,7,2,7,701,2,99,9,999,12,9,1,99,9999,5,99,9
4968,12,6,3,18,4,7,712,2,99,1,36,6,1,3,9,1990,5,44,1
4969,13,6,4,11,2,1,101,1,7,1,32,5,1,12,99,9999,5,99,1
4970,13,6,4,8,2,1,115,1,4,1,999,12,1,1,99,9999,5,99,9
4971,13,6,4,22,4,21,2105,2,99,1,38,6,1,3,1,1988,5,44,1
4972,13,6,4,6,2,4,401,2,99,1,999,12,1,1,99,9999,5,99,9
4973,13,6,4,19,4,3,308,2,99,2,36,6,1,1,3,2004,5,42,1
4974,14,6,5,7,2,1,101,1,10,1,23,3,1,5,7,1991,5,13,1
4975,14,6,5,20,4,1,102,2,99,1,43,7,1,11,2,2007,5,5,2
4976,14,6,5,14,3,1,101,1,12,1,22,3,1,4,5,2008,5,99,1
4977,14,6,5,16,3,1,101,1,7,1,49,8,1,1,1,1993,5,37,1
4978,14,6,5,13,3,1,115,2,99,1,20,3,1,7,7,1992,5,22,1
4979,14,6,5,8,2,18,1803,2,99,1,31,5,1,5,2,9999,5,19,1
4980,15,6,6,21,4,1,114,2,99,1,17,2,2,4,1,2010,5,24,1
4981,15,6,6,2,1,14,1406,2,99,1,999,12,1,99,99,9999,5,99,9
4982,15,6,6,8,2,7,705,2,99,1,999,12,1,99,99,9999,5,99,9
4983,15,6,6,19,4,3,301,2,99,1,999,12,1,99,99,9999,5,99,9
4984,16,6,7,7,2,1,101,1,8,1,999,12,1,3,4,9999,5,99,9
4985,16,6,7,17,3,21,2101,2,99,1,32,5,1,4,4,2012,5,21,2
4986,16,6,7,21,4,17,1707,2,99,1,24,3,1,9,4,2009,5,44,1
4987,17,6,1,20,4,1,101,1,8,9,999,12,9,99,99,9999,5,99,9
4988,17,6,1,8,2,1,102,1,10,9,999,12,9,12,1,9999,5,99,9
4989,17,6,1,6,2,1,101,1,11,9,999,12,9,99,99,9999,5,99,9
4990,17,6,1,5,1,1,101,1,11,9,999,12,9,99,99,9999,5,99,9
4991,17,6,1,19,4,1,115,2,99,1,18,2,1,4,5,9999,5,99,9
4992,17,6,1,15,3,1,110,2,99,9,999,12,9,99,99,9999,5,99,9
4993,17,6,1,16,3,19,1901,2,99,9,999,12,9,99,99,9999,5,99,9
4994,17,6,1,19,4,6,601,2,99,9,999,12,9,3,99,9999,5,99,9
4995,17,6,1,15,3,12,1201,2,99,1,28,4,1,3,2,9999,5,99,9
4996,17,6,1,18,4,8,801,2,99,9,999,12,9,99,99,9999,5,99,9
4997,18,6,2,7,2,1,102,1,10,9,999,12,9,99,99,9999,5,99,9
4998,18,6,2,19,4,19,1901,2,99,9,999,12,9,99,99,9999,5,99,9
4999,18,6,2,21,4,2,201,2,99,1,47,8,1,3,3,1995,5,13,9
5000,18,6,2,10,2,3,301,2,99,9,999,12,9,12,6,9999,5,22,9
5001,19,6,3,11,2,20,2001,2,99,9,999,12,9,3,3,9999,5,44,9
5002,19,6,3,18,4,10,1001,2,99,1,22,3,1,1,7,9999,5,21,9
5003,19,6,3,11,2,18,1801,2,99,9,999,12,9,99,99,9999,5,99,9
5004,19,6,3,11,2,18,1801,2,99,9,999,12,9,99,99,9999,5,99,9
5005,19,6,3,12,3,18,1801,2,99,9,999,12,9,99,99,9999,5,99,9
5006,19,6,3,20,4,17,1701,2,99,1,39,6,1,4,5,2008,5,21,9
5007,20,6,4,23,4,1,102,1,5,9,999,12,9,4,5,2010,5,2,9
5008,20,6,4,5,1,1,101,1,11,9,999,12,9,99,99,9999,5,99,9
5009,20,6,4,14,3,1,108,2,4,1,19,2,1,1,9,9999,5,21,9
5010,20,6,4,6,2,1,101,1,11,9,999,12,9,99,99,9999,5,99,9
5011,20,6,4,7,2,1,101,1,12,1,22,3,1,4,5,9999,5,21,9
5012,20,6,4,17,3,1,101,1,12,9,999,12,9,99,99,9999,5,99,9
5013,20,6,4,19,4,1,110,1,6,9,999,12,9,99,99,9999,5,99,9
5014,20,6,4,13,3,5,501,2,99,1,24,3,1,4,1,2004,5,2,9
5015,20,6,4,16,3,4,401,2,99,9,999,12,9,12,3,9999,5,99,9
5016,21,6,5,7,2,1,101,1,6,1,23,3,1,1,4,2007,5,44,1
5017,21,6,5,9,2,1,108,1,8,1,29,4,1,4,1,2008,5,2,1
5018,21,6,5,20,4,1,101,1,19,1,20,3,1,1,2,1979,5,34,1
5019,21,6,5,12,3,6,603,2,99,1,29,4,1,9,6,2008,5,44,1
5020,21,6,5,5,1,4,409,2,99,1,43,7,1,1,3,9999,5,44,1
5021,22,6,6,0,1,22,2214,2,99,1,999,12,1,99,99,9999,5,99,1
5022,22,6,6,10,2,5,508,2,99,1,24,3,1,11,2,9999,5,34,1
5023,22,6,6,17,3,10,1010,2,99,1,35,6,1,1,11,9999,5,32,1
5024,22,6,6,14,3,13,1301,2,99,1,999,12,1,2,99,9999,5,44,1
5025,22,6,6,6,2,2,203,2,99,1,42,7,1,6,2,2001,5,15,1
5026,23,6,7,1,1,1,101,1,6,1,999,12,1,6,99,9999,5,99,9
5027,23,6,7,7,2,1,115,2,99,1,999,12,1,99,99,9999,5,99,9
5028,23,6,7,22,4,1,112,2,99,1,999,12,1,3,99,9999,5,99,9
5029,23,6,7,9,2,22,2216,2,99,1,999,12,1,3,99,9999,5,99,9
5030,23,6,7,19,4,21,2101,2,99,1,42,7,1,1,7,1992,5,21,1
5031,23,6,7,4,1,20,2009,2,99,1,42,7,1,8,14,1998,5,23,1
5032,23,6,7,20,4,10,1014,2,99,1,21,3,1,4,1,2005,5,21,1
5033,23,6,7,21,4,13,1301,2,99,1,999,12,1,3,99,9999,5,99,9
5034,23,6,7,17,3,8,801,1,2,1,999,12,1,7,99,9999,5,99,9
5035,23,6,7,10,2,4,415,2,99,1,32,5,1,1,1,9999,5,99,1
5036,23,6,7,22,4,4,416,2,99,1,22,3,1,4,3,9999,5,42,1
5037,23,6,7,7,2,4,401,2,99,1,999,12,1,1,99,9999,5,99,9
5038,24,6,1,21,4,10,1014,2,99,1,21,3,1,4,5,2005,5,21,1
5039,24,6,1,15,3,8,803,2,99,1,999,12,1,1,4,9999,5,99,9
5040,25,6,2,22,4,1,102,2,99,2,49,8,1,1,11,2009,5,20,9
5041,25,6,2,7,2,1,115,2,99,1,43,7,1,7,6,9999,5,99,9
5042,25,6,2,9,2,19,1905,2,99,1,999,12,1,1,99,9999,5,99,9
5043,26,6,3,14,3,1,101,1,1,1,39,6,1,12,1,1997,5,99,9
5044,26,6,3,17,3,1,105,2,99,1,23,3,1,4,1,9999,5,2,9
5045,26,6,3,6,2,1,110,2,99,1,19,2,1,1,2,2007,5,20,9
5046,26,6,3,14,3,5,501,2,99,1,20,3,1,4,5,2009,5,42,9
5047,26,6,3,19,4,5,501,2,99,9,999,12,9,12,99,9999,5,99,9
5048,27,6,4,15,3,1,101,1,7,9,999,12,9,12,1,9999,5,99,9
5049,27,6,4,6,2,1,101,1,12,1,34,5,1,2,4,9999,5,99,9
5050,27,6,4,1,1,1,110,2,99,9,999,12,9,1,10,9999,5,44,9
5051,27,6,4,21,4,1,110,2,99,1,24,3,1,5,2,1995,5,23,9
5052,27,6,4,22,4,22,2201,2,99,9,999,12,9,99,99,9999,5,99,9
5053,27,6,4,14,3,20,2001,2,99,9,999,12,9,99,99,9999,5,99,9
5054,27,6,4,20,4,10,1006,2,99,1,20,3,1,4,1,2003,5,24,9
5055,27,6,4,20,4,15,1501,2,99,9,999,12,9,99,99,9999,5,99,9
5056,27,6,4,9,2,14,1401,1,1,1,39,6,1,5,2,2011,5,99,9
5057,28,6,5,21,4,1,101,1,8,9,999,12,9,99,99,9999,5,99,9
5058,28,6,5,21,4,1,101,1,8,9,999,12,9,99,99,9999,5,99,9
5059,28,6,5,10,2,1,105,2,99,1,40,7,1,4,99,2012,5,2,9
5060,28,6,5,21,4,1,101,1,7,1,28,4,1,4,5,9999,5,37,9
5061,28,6,5,11,2,12,1201,2,99,1,20,3,1,12,7,1988,5,22,9
5062,28,6,5,8,2,15,1501,2,99,2,18,2,1,4,1,1998,5,42,9
5063,28,6,5,20,4,3,301,2,99,9,999,12,9,99,99,9999,5,99,9
5064,29,6,6,1,1,1,101,1,1,1,31,5,1,4,5,9999,5,99,9
5065,29,6,6,18,4,22,2201,2,99,1,30,5,1,1,4,2002,5,44,9
5066,29,6,6,20,4,22,2201,2,99,9,999,12,9,99,99,9999,5,99,9
5067,29,6,6,23,4,5,501,2,99,9,999,12,9,99,99,9999,5,99,9
5068,29,6,6,12,3,9,901,2,99,1,28,4,1,3,4,9999,5,44,9
5069,29,6,6,17,3,9,901,2,99,2,31,5,1,3,2,9999,5,13,9
5070,29,6,6,20,4,8,801,2,99,9,999,12,9,4,5,2012,5,24,9
5071,29,6,6,21,4,4,416,2,99,9,999,12,9,99,99,9999,5,99,9
5072,30,6,7,13,3,1,105,1,24,1,31,5,1,99,99,9999,5,99,9
5073,30,6,7,11,2,1,101,1,12,9,999,12,9,99,99,9999,5,99,9
5074,30,6,7,20,4,1,101,2,13,1,29,4,1,12,99,9999,5,99,9
5075,30,6,7,9,2,19,1901,2,99,9,999,12,9,99,99,9999,5,99,9
5076,30,6,7,17,3,5,501,2,99,1,31,5,1,4,1,2010,5,2,9
5077,30,6,7,13,3,16,1601,2,99,1,32,5,1,4,99,9999,5,21,9
5078,30,6,7,7,2,16,1601,2,99,9,999,12,9,99,99,9999,5,99,9
5079,30,6,7,9,2,15,1501,2,99,9,999,12,9,99,99,9999,5,99,9
5080,30,6,7,20,4,17,1701,2,99,9,999,12,9,99,99,9999,5,99,9
5081,30,6,7,20,4,17,1701,2,99,9,999,12,9,99,99,9999,5,99,9
5082,1,7,1,11,2,1,116,2,99,1,999,12,1,99,99,9999,5,99,9
5083,1,7,1,1,1,5,507,2,99,1,999,12,1,99,99,9999,5,99,9
5084,1,7,1,17,3,7,707,2,99,1,40,7,1,2,4,9999,5,20,9
5085,1,7,1,5,1,7,707,2,99,1,999,12,1,99,99,9999,5,99,9
5086,1,7,1,20,4,4,401,2,99,1,999,12,1,99,99,9999,5,99,9
5087,2,7,2,5,1,1,101,1,1,1,63,11,1,1,2,9999,5,13,9
5088,2,7,2,17,3,1,101,1,12,1,999,12,1,1,99,9999,5,99,9
5089,3,7,3,7,2,21,2101,2,99,1,22,3,1,4,5,2013,5,2,9
5090,3,7,3,13,3,20,2001,2,99,1,999,12,1,4,2,9999,5,99,9
5091,3,7,3,7,2,13,1301,2,99,1,999,12,1,3,2,9999,5,99,9
5092,3,7,3,23,4,8,803,2,99,1,999,12,1,99,99,9999,5,99,9
5093,3,7,3,12,3,16,1601,2,99,1,24,3,1,4,1,2010,5,21,9
5094,3,7,3,16,3,16,1601,2,99,1,24,3,1,4,5,2011,5,2,9
5095,4,7,4,8,2,1,113,2,99,1,999,12,1,3,5,9999,5,99,9
5096,5,7,5,21,4,1,101,1,11,1,26,4,1,1,99,2009,5,44,9
5097,5,7,5,9,2,1,115,2,99,1,999,12,1,99,99,9999,5,99,9
5098,5,7,5,23,4,1,115,1,1,1,999,12,1,1,99,9999,5,21,9
5099,5,7,5,22,4,1,108,1,1,1,999,12,1,3,99,9999,5,44,9
5100,5,7,5,19,4,22,2201,2,99,1,999,12,1,99,99,9999,5,99,9
5101,5,7,5,18,4,20,2001,2,99,1,999,12,1,99,99,9999,5,99,9
5102,5,7,5,6,2,8,801,2,99,1,999,12,1,99,99,9999,5,99,9
5103,5,7,5,13,3,8,801,2,99,1,999,12,1,99,99,9999,5,99,9
5104,5,7,5,1,1,18,1801,2,99,1,999,12,1,99,99,9999,5,99,9
5105,5,7,5,23,4,14,1406,2,99,1,31,5,1,3,99,9999,5,44,9
5106,6,7,6,21,4,1,101,1,9,1,999,12,1,99,99,9999,5,99,9
5107,6,7,6,13,3,1,102,2,99,1,999,12,1,99,99,9999,5,99,9
5108,6,7,6,15,3,1,102,2,99,1,999,12,1,99,99,9999,5,99,9
5109,6,7,6,23,4,1,101,1,7,1,25,4,1,4,3,9999,5,42,9
5110,6,7,6,12,3,1,115,1,3,1,21,3,1,12,3,1990,5,22,9
5111,6,7,6,16,3,5,501,2,99,1,999,12,1,3,2,9999,5,99,9
5112,6,7,6,20,4,5,501,1,3,1,29,4,1,3,2,9999,5,99,9
5113,6,7,6,17,3,6,601,2,99,1,999,12,1,3,6,9999,5,99,9
5114,6,7,6,19,4,10,1001,2,99,1,53,9,1,2,11,9999,5,99,9
5115,6,7,6,23,4,16,1601,2,99,1,999,12,1,99,99,9999,5,99,9
5116,6,7,6,5,1,16,1601,2,99,1,999,12,1,99,99,9999,5,99,9
5117,6,7,6,4,1,17,1701,2,99,1,999,12,1,1,2,9999,5,99,9
5118,6,7,6,18,4,4,401,2,99,1,68,11,1,9,99,2005,5,34,9
5119,7,7,7,2,1,1,101,1,8,1,31,5,1,1,4,2004,5,32,9
5120,7,7,7,0,1,1,101,1,6,1,34,5,1,1,2,9999,5,20,9
5121,7,7,7,17,3,1,103,1,3,1,24,3,1,4,99,9999,5,14,9
5122,7,7,7,8,2,19,1901,2,99,1,999,12,1,3,99,9999,5,99,9
5123,7,7,7,14,3,6,601,2,99,1,999,12,1,99,99,9999,5,99,9
5124,7,7,7,12,3,6,601,2,99,1,999,12,1,99,99,9999,5,99,9
5125,7,7,7,10,2,12,1201,2,99,1,36,6,1,4,3,2008,5,40,9
5126,7,7,7,17,3,12,1201,2,99,1,26,4,1,12,6,2004,5,22,9
5127,8,7,1,9,2,1,101,1,10,1,25,4,1,4,99,9999,5,99,9
5128,8,7,1,13,3,1,101,1,10,1,28,4,1,4,99,9999,5,99,9
5129,8,7,1,10,2,1,101,1,10,1,999,12,1,99,99,9999,5,99,9
5130,8,7,1,0,1,1,101,1,7,1,31,5,1,1,2,1998,5,99,9
5131,8,7,1,22,4,1,108,1,7,1,22,3,1,1,1,1990,5,21,9
5132,8,7,1,15,3,6,601,2,99,1,999,12,1,99,99,9999,5,99,9
5133,8,7,1,19,4,11,1101,2,99,1,999,12,1,99,99,9999,5,99,9
5134,8,7,1,12,3,9,901,2,99,1,999,12,1,99,99,9999,5,99,9
5135,8,7,1,8,2,17,1701,2,99,1,26,4,1,3,5,2003,5,44,9
5136,8,7,1,8,2,17,1701,2,99,1,999,12,1,99,99,9999,5,99,9
5137,8,7,1,12,3,4,401,2,99,1,24,3,1,15,2,1991,5,19,9
5138,9,7,2,9,2,1,101,1,3,1,45,8,1,12,1,9999,5,33,1
5139,9,7,2,20,4,1,108,1,7,1,30,5,1,12,1,9999,5,33,1
5140,9,7,2,10,2,20,2001,2,99,1,999,12,1,99,99,9999,5,99,9
5141,9,7,2,22,4,19,1904,2,99,1,55,10,1,12,6,9999,5,33,1
5142,9,7,2,21,4,16,1615,2,99,1,999,12,1,99,99,9999,5,99,9
5143,9,7,2,13,3,18,1803,2,99,1,22,3,1,4,5,9999,5,21,1
5144,9,7,2,15,3,18,1801,2,99,1,999,12,1,4,99,9999,5,99,9
5145,9,7,2,16,3,7,701,2,99,1,41,7,1,4,3,9999,5,99,1
5146,9,7,2,19,4,4,416,2,99,1,999,12,1,3,2,2004,5,44,1
5147,10,7,3,15,3,1,101,1,9,1,24,3,1,3,2,1996,5,37,1
5148,10,7,3,10,2,1,101,1,9,1,999,12,1,1,99,9999,5,99,9
5149,10,7,3,13,3,1,101,1,17,1,999,12,1,3,2,9999,5,99,9
5150,10,7,3,4,1,1,101,1,10,1,999,12,1,99,99,9999,5,99,9
5151,10,7,3,13,3,1,101,1,7,1,999,12,1,12,99,9999,5,99,9
5152,10,7,3,13,3,20,2001,2,99,1,20,3,1,4,3,2012,5,2,1
5153,10,7,3,12,3,9,901,2,99,1,999,12,1,7,7,9999,5,22,9
5154,10,7,3,22,4,2,208,2,99,1,18,2,1,4,3,9999,5,42,1
5155,11,7,4,23,4,1,101,1,3,1,26,4,1,4,99,9999,5,99,1
5156,11,7,4,9,2,1,101,1,12,1,57,10,1,5,2,1999,5,22,1
5157,11,7,4,21,4,20,2001,2,99,1,999,12,1,99,99,9999,5,99,9
5158,11,7,4,22,4,20,2001,2,99,1,999,12,1,99,99,9999,5,99,9
5159,11,7,4,19,4,5,501,2,99,1,999,12,1,99,99,9999,5,99,9
5160,11,7,4,13,3,12,1207,2,99,1,999,12,1,5,99,9999,5,99,9
5161,12,7,5,11,2,1,101,1,3,1,70,11,1,2,2,2008,5,32,1
5162,12,7,5,18,4,1,103,2,99,1,24,3,1,1,3,2013,5,34,1
5163,12,7,5,20,4,20,2001,1,1,1,17,2,2,9,6,9999,5,44,1
5164,12,7,5,16,3,6,608,1,2,1,29,4,1,5,3,9999,5,22,1
5165,12,7,5,16,3,14,1404,2,99,1,999,12,1,1,99,9999,5,99,9
5166,12,7,5,18,4,7,701,2,99,1,999,12,1,4,99,9999,5,99,9
5167,13,7,6,15,3,1,101,1,2,2,61,11,1,1,14,9999,5,44,9
5168,13,7,6,23,4,1,101,1,13,1,26,4,1,99,6,1991,5,17,9
5169,13,7,6,14,3,5,505,2,99,1,34,5,1,5,3,9999,5,19,1
5170,13,7,6,18,4,6,602,2,99,1,999,12,1,99,99,9999,5,99,9
5171,13,7,6,21,4,11,1101,2,99,1,18,2,1,4,5,9999,5,2,9
5172,13,7,6,18,4,13,1301,2,99,1,999,12,1,99,99,9999,5,99,9
5173,13,7,6,6,2,7,701,2,99,1,999,12,1,99,99,9999,5,99,9
5174,14,7,7,11,2,1,101,1,7,1,999,12,1,4,99,9999,5,99,9
5175,14,7,7,13,3,20,2011,2,99,1,999,12,1,4,99,9999,5,99,9
5176,14,7,7,21,4,19,1901,1,1,1,19,2,1,4,1,9999,5,99,9
5177,14,7,7,22,4,10,1004,2,99,1,16,2,2,4,1,2013,5,14,9
5178,14,7,7,11,2,9,901,1,5,1,35,6,1,3,1,9999,5,44,1
5179,14,7,7,2,1,12,1222,2,99,1,999,12,1,1,99,9999,5,99,9
5180,14,7,7,10,2,6,602,2,99,1,45,8,1,10,2,9999,5,44,1
5181,14,7,7,23,4,4,401,1,1,1,50,9,1,2,5,2007,5,99,9
5182,15,7,1,9,2,1,101,1,9,1,58,10,1,4,1,2008,5,21,9
5183,15,7,1,21,4,1,102,2,99,1,49,8,1,12,1,1999,5,99,9
5184,15,7,1,23,4,1,101,1,21,9,999,12,9,99,99,9999,5,99,9
5185,15,7,1,22,4,1,101,1,21,9,999,12,9,99,99,9999,5,99,9
5186,15,7,1,18,4,1,110,2,99,1,19,2,1,4,5,9999,5,42,9
5187,15,7,1,22,4,1,110,2,99,1,19,2,1,4,5,9999,5,42,9
5188,15,7,1,19,4,16,1601,2,99,1,25,4,1,5,2,2008,5,23,9
5189,15,7,1,17,3,4,401,2,99,9,999,12,9,99,99,9999,5,99,9
5190,15,7,1,16,3,3,301,2,99,1,24,3,1,5,99,9999,5,19,9
5191,16,7,2,16,3,1,110,2,99,1,67,11,1,3,8,2011,5,23,9
5192,16,7,2,13,3,1,110,1,2,9,999,12,9,99,99,9999,5,99,9
5193,16,7,2,11,2,12,1201,2,99,9,999,12,9,99,99,9999,5,99,9
5194,16,7,2,12,3,12,1201,2,99,9,999,12,9,99,99,9999,5,99,9
5195,16,7,2,8,2,16,1601,2,99,9,999,12,9,99,99,9999,5,99,9
5196,16,7,2,14,3,18,1801,2,99,1,26,4,1,3,5,9999,5,44,9
5197,17,7,3,20,4,1,105,1,18,1,21,3,1,10,2,2012,5,44,9
5198,17,7,3,21,4,1,105,2,99,9,999,12,9,1,99,9999,5,99,9
5199,17,7,3,18,4,1,101,1,7,1,27,4,1,1,6,9999,5,44,9
5200,17,7,3,18,4,1,110,2,99,9,999,12,9,12,99,9999,5,99,9
5201,17,7,3,9,2,6,601,2,99,9,999,12,9,3,99,9999,5,99,9
5202,17,7,3,21,4,9,901,2,99,9,999,12,9,3,99,9999,5,99,9
5203,17,7,3,20,4,13,1301,2,99,9,999,12,9,99,99,9999,5,99,9
